date,title,link,content
2022-10-28 22:30:15,美 9월 개인소비물가지수 6.2%↑…연준 '4연속 0.75%P 인상'유력,https://n.news.naver.com/mnews/article/001/0013539157?sid=101,"[
연준이 참고하는 물가지표, 상승폭 확대…3분기 고용비용 1.2%↑



미국 뉴욕의 한 슈퍼마켓에서 쇼핑하는 주민[AFP/게티이미지 연합뉴스 자료사진]    (뉴욕=연합뉴스) 강건택 특파원 = 미국의 인플레이션이 좀처럼 나아지지 않고 있음을 보여주는 물가 지표가 또 나왔다. 인건비 오름세가 꺾이지 않았다는 통계도 나와 미 연방준비제도(Fed·연준)의 공격적 금리인상 기조에 힘을 싣는다.    미 상무부는 9월 개인소비지출(PCE) 가격지수가 전년 동월보다 6.2%, 전월보다 0.3% 각각 상승했다고 28일(현지시간) 발표했다.    전년 동월 대비 상승률은 8월과 같고, 전월 대비 상승률은 블룸버그통신이 집계한 전문가 전망치와 일치했다. 물가 상승세가 꺾이지 않았음을 보여주는 결과로 해석된다.    변동성이 높은 에너지와 식료품을 제외한 근원 PCE 가격지수의 오름폭은 더 가팔라졌다. 근원 PCE 지수는 전년 동월보다 5.1%, 전월보다 0.5% 각각 올랐다.    연준이 가장 정확한 물가 지표로 여기는 근원 PCE 지수의 전년 동월 대비 상승률은 8월(4.9%)보다 더욱 심화했다.     이러한 수치는 앞서 9월 근원 소비자물가지수(CPI)가 40년 만의 최대폭인 6.6% 상승했다는 미 노동부 발표를 뒷받침한다.     인플레이션에도 불구하고 9월 미국의 소비자 지출은 전월보다 0.6% 증가해 시장 전망치(0.4%)를 상회했다.    가격 인상에도 불구하고 소비자들이 지갑을 계속 여는 것은 급여도 그만큼 올랐기 때문으로 보인다.     미 노동부가 이날 발표한 3분기 고용비용지수(ECI)는 1.2% 상승해 2분기(1.3%)와 거의 비슷한 수준을 유지했다.    근로자에 대한 급여와 각종 혜택을 측정하는 ECI가 여전히 1% 이상의 높은 상승률을 유지하고 있다는 사실은 기저 인플레이션 압력이 여전히 강하다는 점을 시사한다고 미 언론들은 분석했다.    따라서 연준은 내주 열리는 11월 연방공개시장위원회(FOMC) 정례회의에서 4연속 자이언트 스텝(한 번에 0.75%포인트 금리인상)을 단행할 것이 유력해졌다.    급격한 금리인상의 부작용과 경기침체 우려로 12월부터는 인상폭을 조절할 것이라는 관측도 나오지만, 이러한 물가 급등세가 계속될 경우 속도조절 시기가 늦춰질 가능성도 있다.    firstcircle@yna.co.kr
]"
2022-10-28 14:43:18,"도쿄 10월 소비자물가, 40년4개월만 최대 상승",https://n.news.naver.com/mnews/article/003/0011503836?sid=104,"[
기사내용 요약엔화 약세·원자재 가격 상승 영향



[도쿄=AP/뉴시스]지난 17일 일본 도쿄에서 관광객이 쇼핑을 하고 있다. 2022.10.28.[서울=뉴시스] 김예진 기자 = 일본 수도 도쿄(東京) 올해 10월 소비자물가가 지난해 같은 달 대비 3.4%나 상승했다. 40년4개월 만에 가장 많이 증가했다. 28일 NHK, 니혼게이자이 신문(닛케이)에 따르면 일본 총무성은 이날 도쿄 23구의 10월 소비자물가지수(신선식품 제외)는 103.2로 작년 같은 기간(99.8) 대비 3.4% 상승했다고 발표했다. 신선식품을 포함하면 3.5% 상승이었다. 상승을 기록한 것은 33년 만이었다. 소비세율 인상 영향을 받은 시기를 제외하면 1982년 6월 이후 40년4개월 만에 높은 수준을 기록했다. 상승의 주요 원인은 엔화 약세, 원자재 가격 상승 등이었다. 에너지, 식량 등 생활에 필수적인 품목을 중심으로 물가 상승이 이어지고 있다.품목펼로 살펴보면 식량은 6.1%나 상승했다. 에너지 관련은 24.2%에 달했다. 도쿄 23구 소비자물가지수는 일본 전국 지수에 앞서 공표된다. 전국 물가의 선행 지표 역할을 한다. 따라서 전국 소비자물가지수도 기록적인 상승을 기록할 공산이 크다. 10월 전국 소비자물가지수는 오는 11월18일 공표된다．
]"
2022-10-29 08:02:01,10월 소비자물가 발표…상승률 둔화세 이어질까,https://n.news.naver.com/mnews/article/018/0005353235?sid=101,"[
[기획재정부 주간계획]내달 2일 ‘10월 소비자물가’ 발표…8~9월 상승세 둔화추경호 “경계감 가졌던 것보다는 낮은 수준 물가 전망”커지는 반도체 불확실성…9월에도 이어질까[세종=이데일리 조용석 기자] 정부가 내달 2일 10월 소비자물가를 발표한다. 8~9월에 이어 상승률 둔화세가 이어질지 관심이 쏠린다. 또 8월 부진했던 반도체 업황의 9월 성적표도 나온다.



윤석열 대통령(오른쪽)과 추경호 부총리 겸 기획재정부 장관이 27일 오후 서울 용산 대통령실 청사에서 열린 제11차 비상경제민생회의에서대화하고 있다. (사진 = 대통령실 제공)앞서 지난 5일 통계청이 발표한 ‘9월 소비자 물가동향’에 따르면 지난달 소비자물가지수는 전년동월대비 5.6% 상승, 8월(5.7%)에 이어 두 달 연속 5%대에서 상승률 둔화세를 이어갔다. 7월(6.3%)을 정점으로 조금씩 안정을 찾았다. 두달 연속 물가 상승률이 둔화한 데는 국제 원유가격 하락 영향이 컸다. 두바이유 기준 배럴당 113달러(6월)까지 치솟았던 국제유가는 △7월 130달러 △8월 97달러 △9월 91달러로 내렸다. 특히 8월에는 석유류 지수가 10% 하락하면서 소비자물가지수를 전월 상승폭 대비 0.6%포인트 가까이 떨어뜨렸다. 10월 물가를 안심할 수 없게 했던 요인은 이달 초 산유국 협의체인 ‘OPEC플러스(+)’가 200만 배럴 감산결정을 하면서 국제 유가 상승 가능성이 커진 것이었다. 하지만 9월30일 배럴당 84.28달러(종가기준)였던 두바이유는 감산 발표 직후인 10월7일에는 95.80달러까지 치솟았으나 27일 91.96달러로 다소 하락한 상태다. 미국 등 국제에너지기구(IEA) 회원국의 전략비축유 방출, 세계 경기 침체와 석유 수요 둔화 우려, 달러화 강세 등이 추가 상승을 억제한 것으로 보인다. 추경호 부총리 겸 기획재정부 장관은 28일 비상경제장관회의에서 10월도 석유류 가격하락 등이 이어지며 당초 경계감을 가졌던 수준보다는 낮은 물가가 전망된다”고 말했다. 10월 소비자물가가 다시 오름세로 전환하지는 않을 것으로 예상한 셈이다.이같은 추세가 지속된다면 7월을 기점으로 물가 정점을 지났을 가능성도 있다. 추 부총리는 지난 14일(현지시간) 미국 워싱턴D.C. 기자회견에서 “돌발적인 변수가 없는 한 전체적인 흐름으로 10월이 정점이고 이미 정점이 지났을 수 있다”고 조심스럽게 예측했다. 오는 31일 발표하는 ‘9월 산업활동동향’에서는 8월 크게 위축됐던 반도체 경기 추이가 중요할 것으로 보인다. 8월 서비스업 생산의 증가에도 전산업 생산이 두달 연속 전월대비 하락한 데는 반도체와 화학제품 부진의 영향이 컸다. 특히 주력산업인 반도체생산은 전월대비 14.2%가 감소, 2008년 12월(17.5%) 이후 13년 8개월 만에 최대폭으로 줄었다. 중국 봉쇄조치 여파로 인한 수출 정체, 세계경제 둔화가 몰고온 IT수요 위축이 계속되는 상황이라 9월 반도체 경기 역시 녹록치 않을 것이라는 전망이 나온다. 다음은 기재부, 통계청, 국세청, 한국개발연구원(KDI), 한국조세재정연구원(KIPF) 주간 주요일정 및 보도계획이다.주요일정△10월31일(월)09:30 재정비전 2050 워크숍(2차관, 비공개)△11월1일(화)10:00 국무회의(부총리, 서울청사)10:00 배출권 할당위원회 민간위원 간담회(1차관, 비공개)15:00 외신기자 간담회(부총리, 한국프레스센터)△11월2일(수)10:00 보조금 부정수급 환수실적 점검회의(2차관, 비공개)△11월3일(목)10:00 차관회의(1차관, 서울청사)11:40 중국 전문가 오찬간담회(부총리 및 1차관, 비공개)14:00 한국조세재정연구원 제3회 발생주의 국제심포지엄14:30 공공기관운영위원회(2차관, 비공개)△11월4일(금)08:00 비상경제차관회의(1차관, 서울청사)14:00 대학의 혁신과 발전을 위한 국가재정전략 정책토론회(2차관, 국회)보도계획△10월31일(월)08:00 2022년 9월 산업활동동향09:00 2022년 9월 산업활동동향 및 평가10:00 2022년 9월 국세수입 현황12:00 KDI 북한경제리뷰(2022. 10)16:00 신외환법 국민 의견제안 공모전 개최17:00 재정비전 2050 정책연찬회(워크숍) 개최△11월1일(화)06:00 제3회 발생주의 국제심포지엄 개최06:00 조세재정브리프 통권 제129호 발간11:30 배출권 할당위원회 민간위원 간담회12:00 2022년 8월 경제활동인구조사 비임금 근로 및 비경제활동인구 부가조사 결과12:00 2022년 9월 온라인쇼핑동향14:00 박일영 前 국제경제관리관, 세계은행 이사 임명16:30 한훈 통계청장, 탄자니아 통계청 연수단 면담△11월2일(수)08:00 2022년 10월 소비자물가동향09:00 2022년 10월 소비자물가동향 분석14:00 2022년 유엔 공조 공식통계 국제세미나 개회사14:00 제34회 통계작성기관 워크숍15:00 보조금 부정수급 환수실적 점검회의 개최△11월3일(목)11:30 제4차 미래전략포럼 개최12:00 2021년 다문화인구동태 통계12:00 KDI 현안분석 ‘최근 취업자 수 증가세에 대한 평가 및 향후 전망’17:00 경제혁신파트너십프로그램(EIPP) 홈페이지 개설△11월4일(금)08:30 제11차 비상경제차관회의 개최
]"
2022-10-21 10:00:07,日 9월 소비자물가 3%↑...31년만에 최대폭,https://n.news.naver.com/mnews/article/014/0004916302?sid=101,"[
엔저, 에너지·원자재값 급등 영향 



 【도쿄=김경민 특파원】 일본의 소비자물가가 31년 만에 가장 높은 상승률을 나타냈다. 엔저(엔화 약세)와 에너지·원자재 가격 상승에 따른 영향이다.   일본 총무성이 21일 발표한 9월 소비자물가지수(신선식품 제외)는 전년동기대비 3.0% 상승했다.   2014년 4월 소비세율이 5%에서 8%로 인상돼 물가지수에 반영된 효과를 제외하면 1991년 8월(3.0%) 이후 31년 1개월 만에 가장 높은 상승률이다.   일본의 소비자물가 상승률은 4~8월 5개월 연속으로 2%대를 기록하다가 9월에 3%를 넘어섰다.   엔·달러 환율이 전날 달러당 150엔을 돌파한 가운데 엔화 가치는 1990년 8월 이후 32년 만에 가장 낮은 수준으로 떨어졌다.   연초 115엔였던 엔·달러 환율이 35엔(30%)이나 급등하면서 수입품 가격이 상승했다.   9월 기업물가지수는 같은기간 9.7％ 상승하면서 1960년 관련 통계를 발표하기 시작한 이후 최고치를 기록했다.   기업물가지수는 기업 간에 거래하는 물품의 가격 동향을 나타내는 지수로 앞으로 소비자물가로 전가될 가능성이 크다.   일본은행(BOJ)은 오는 27∼28일 금융정책결정회의에서 2022년도 소비자물가 상승률 전망치를 7월에 발표한 2.3％에서 2％대 후반으로 올릴 것으로 현지 언론은 예상했다.
		]"
2022-10-26 14:39:11,"호주 3분기 소비자물가 7.3% 상승...""32년 만에 최대폭""",https://n.news.naver.com/mnews/article/003/0011498891?sid=104,"[




[서울=뉴시스]이재준 기자 = 2022년 7~9월 3분기 소비자 물가지수(CPI)는 전년 동기 대비 7.3% 치솟아 32년 만에 최대 상승폭을 기록했다고 AFP와 AP 통신 등이 26일 보도했다.매체는 호주 연방통계국이 이날 발표한 관련 통계를 인용해 이같이 전하며 주택 건설 비용과 가스 가격이 급등하면서 호주 준비은행(중앙은행 RBA)이 금리인상을 가속할 가능성이 크다고 지적했다.지난해 동기 대비 CPI 신장률은 4~6월 2분기의 6.1%보다 확대했으며 임금 상승률의 3배 가까운 수준에 달했다.2분기에 비해 CPI는 1.8% 올랐으며 시장 예상 중앙치 1.6%를 0.2% 포인트 웃돌았다.근원 인플레율에 상당하는 중앙은행 트림 평균치도 전기에 비해 1.8% 올랐다. 지난해 동기 대비 상승률은 6.1%로 시장 예상 중앙치 5.6%를 상회했다.RBA는 4분기에 근원 CPI 상승률이 6%로 고점에 달하고 CPI 종합지수는 7.75%까지 치솟는다고 예상하고 있다.다만 3분기 CPI 수치를 감안해 애널리스트는 근원과 종합 지수가 RBA 예상 이상으로 가속한다고 전망하고 있다.이코노미스트는 4분기 인플레율이 8% 가까이 오른다고 점치면서 3분기 CPI가 예상 이상 오른 건 RBA가 대체로 예측하는 정도 이상으로 금리인상을 가속한다는 관측과 일치하는 내용이라고 밝혔다.식품 가격은 3분기만 3.2% 오르고 연간 상승률로는 9% 뛰었다. 생필품과 서비스 가격도 8.4% 상승했다.
]"
2022-10-17 12:01:01,"한은 “물가 전하는 뉴스기사,  소비자물가 선행”",https://n.news.naver.com/mnews/article/366/0000847903?sid=101,"[
AI 언어모형으로 기사에 나온 ‘물가’ 관련 문장 지수화  인플레 어조지수, 물가 변곡점 1~2개월 선행  한은 “향후 텍스트 분석 강화할 것”         한국은행이 인공지능 언어모형을 사용해 뉴스기사에 나타난 인플레이션 어조(tone)를 측정해 지수화한 결과, 어조지수가 소비자물가 상승률의 추세 전환을 1~2분기 선행하는 것으로 나타났다. 뉴스기사에서 인플레이션(지속적인 물가 상승)을 우려하는 문장(텍스트)이 많아지면 실제 물가도 시차를 두고 오르는 흐름을 보인다는 것이다.한국은행은 17일 발표한 ‘인공지능 언어모형을 이용한 인플레이션 어조지수 개발 및 시사점’이라는 제목의 ‘BOK이슈노트’ 보고서에서 “인플레이션 어조지수가 물가상승률의 추세를 판단하는 데 활용될 수 있다”면서 이같이 밝혔다.



서울 시내의 한 대형마트에서 시민들이 장을 보고 있다.         기사, 소셜미디어 등과 같은 텍스트 데이터는 지정학적 리스크, 이상기후, 전염병 확산 등 국내외 경제뉴스를 빠르게 반영할 뿐 아니라 경제주체의 의사결정에 영향을 미치기 때문에 경제 분석에 유용한 정보를 제공하지만, 계량화가 쉽지 않아 그간 경제 분석에 활용하는 데 어려움이 컸다는 게 보고서의 설명이다.보고서는 “최근 텍스트 분석기법이 발전하면서 각국 중앙은행과 연구기관을 중심으로 뉴스기사에 반영된 경제 불확실성을 측정하는 등 경기 상황 판단과 전망에 텍스트 데이터를 활용하려는 시도가 늘고 있다”면서 인공지능 언어모형을 활용해 뉴스기사에 반영된 인플레이션 어조를 측정했다고 설명했다.한국은행 디지털혁신실은 이를 위해 2002년 2월부터 올해 6월까지 인터넷 포털 사이트에서 물가 관련 키워드로 검색되는 188만건의 뉴스기사에서 6406만개 문장을 수집했다. 이 중 임의로 추출한 5000개 문장을 대상으로 각 문장의 현재와 미래 인플레이션 어조를 상승, 중립, 하락으로 분류하는 방식으로 어조지수를 시산했다.분석 결과, 인플레이션 어조지수는 소비자물가지수, 생산자물가지수 등 주요 물가지표와 높은 상관 관계를 보였다. 보고서는 “현재 인플레이션 어조지수가 상승할 경우 전기대비 소비자물가 상승률이 유의하게 올랐다가 18개월에 걸쳐 점차 감소하는 것으로 나타났다”고 했다.또 인플레이션 어조지수와 물가상승률의 분기 기준 고점과 저점을 기준으로 ‘변곡점(추세 전환) 분석’을 한 결과, 인플레이션 어조지수의 변곡점은 물가상승률의 변곡점을 1~2분기 선행했다. 어조지수가 고점 또는 저점을 지나고 1~2분기 이후 물가상승률도 고점 또는 저점을 통과하는 모습을 보인 것이다.



인플레이션 어조지수와 소비자물가상승률 변곡점 / 한국은행        보고서에 따르면 지난 20년간 인플레이션 어조지수 변곡점은 총 8건이었으며, 이 가운데 7건이 물가상승률 변곡점을 2분기 이내 선행 또는 동행했다.김태완 한국은행 디지털혁신실 디지털신기술반 과장은 “이는 인플레이션 어조지수가 인플레이션 추세를 판단하는 데 활용이 될 수 있음을 시사한다”며 “앞으로 한국은행은 인공지능 언어모형을 통해 텍스트 데이터를 다양한 경제분석에 활용하고, 내부적으로도 문서 요약, 분류 등 업무 생산성 제고에 활용할 계획”이라고 말했다.
]"
2022-10-21 06:11:21,생산자물가지수 전 달 대비 0.2% 상승‥공공요금 인상 영향,https://n.news.naver.com/mnews/article/214/0001229869?sid=101,"[




사진 제공:연합뉴스소비자물가지수에 한두 달 정도 선행하는 지표인 생산자물가지수가 하락한 지 한 달 만에 다시 상승세로 돌아섰습니다. 한국은행은 9월 생산자물가지수가 전 달보다 0.2% 상승했다고 밝혔습니다. 공공요금 인상으로 8월에 비해 전력, 가스, 수도 및 폐기물이 2.5% 오른 게 지수의 상승을 이끌었습니다. 농림수산품은 전달보다 0.1% 올랐고 제1차금속제품과 음식료품 등 공산품도 0.1% 상승했습니다. 반면 서비스는 운송업과 금융 및 보험업을 중심으로 0.2% 떨어졌습니다.
]"
2022-10-21 06:00:00,"""김장해야 하는데 배춧값 77%↑""…생산자물가지수 상승 전환",https://n.news.naver.com/mnews/article/008/0004808360?sid=101,"[




 서울시내 한 대형마트에서 시민들이 물건을 살펴보고 있다. /사진=김휘선 기자 hwijpg@생산자물가가 하락 전환한 지 한달 만에 다시 오름세로 돌아섰다. 생산자물가는 시차를 두고 소비자물가에 영향을 주는 만큼 당초 정부와 한국은행이 10월로 전망한 '물가 정점'이 늦춰질 수 있다는 우려가 나온다.21일 한은에 따르면 지난 9월 생산자물가지수는 120.16(2015년=100)으로 전월대비 0.2% 오르며 한달 만에 다시 상승 전환했다. 전년동월 대비로는 8.0% 상승하며 22개월 연속 상승세를 이어갔다.변동성이 높은 식료품 및 에너지를 제외한 근원 생산자물가는 전월대비 0.1%, 1년 전 대비로는 5.3% 상승했다.앞서 생산자물가는 지난 4월 1.6%까지 올랐다가 6월(0.6%), 7월(0.3%) 등 둔화 흐름을 보였다. 직전달인 8월(-0.4%)에는 전월대비 하락하면서 2020년 10월(-0.4%) 이후 1년 10개월 만에 내림세를 보인 바 있다.생산자물가는 생산자가 시장에 공급하는 상품과 서비스 등의 가격 변동을 나타내는 것으로 소비자물가지수의 선행지표로 활용된다. 생산자물가는 일반적으로 1개월 정도의 시차를 두고 소비자물가에도 영향을 미치는 만큼 물가 상승 압력으로 작용할 수 있다.지난달 국제유가가 소폭 내렸지만 공공요금이 인상된 영향을 받았다. 지난달 월평균 두바이유는 배럴당 90.95달러로 직전달(96.63달러) 대비 5.9% 하락했다. 그러나 산업용 도시가스 요금 인상으로 전력·가스·수도폐기물이 오르고 태풍 피해로 인한 생산 차질 및 환율 상승으로 제1차금속제품 가격이 상승하면서 전체 생산자물가가 반등한 것이다.농림수산품 물가는 축산물(-3.0%)이 내렸으나 농산물(2.2%), 수산물(0.1%)이 올라 전월대비 0.1% 상승했다. 공산품은 석탄및석유제품(-1.6%) 등이 내렸으나 제1차금속제품(1.0%), 음식료품(0.7%) 등이 올라 전월대비 0.1% 상승했다.전력,가스,수도및폐기물은 전력,가스및증기(3.1%)가 올라 전월대비 2.5% 상승했다. 서비스는 운송서비스(-0.9%), 금융및보험서비스(-1.3%) 등이 내려 전월대비 0.2% 하락했다.세부품목별로 보면 농림수산품 가운데 배추와 무가 작황부진으로 각각 76.8%, 33.5% 급등했다. 닭고기와 돼지고기는 추석 이후 수요 감소로 각각 -6.8%, -4.2% 하락했다. 공산품은 유가 하락 영향으로 휘발유와 벙커C유가 -6.7%, -13.3% 하락한 반면, 기업들의 가격인상으로 라면(7.8%), 접착테이프(7.4%) 등이 올랐다.생산자물가와 수입물가지수를 결합해 산출하는 국내공급물가지수는 원재료(2.5%)와 중간재(0.9%), 최종재(0.7%)가 올라 전월대비 1.0% 상승했다. 전년 동월대비로는 12.8% 올랐다.국내출하 외에 수출을 포함하는 총산출 기준 상품과 서비스의 가격변동을 측정한 총산출물가지수는 서비스(-0.2%)가 내렸으나 공산품(1.2%), 전력,가스,수도및폐기물(2.5%) 등이 올라 전월대비 0.8% 상승했다. 전년대비로는 10.1% 올랐다.
]"
2022-10-19 19:47:01,"영국 소비자물가지수 10% 돌파, 40년만에 최고치",https://n.news.naver.com/mnews/article/028/0002611002?sid=104,"[




앤드류 베일리 영국 영란은행장이 지난 8월4일 영국 재정상황을 보고하는 기자회견에서 한숨을 쉬고 있다. 로이터 연합뉴스식료품값이 폭등으로 영국의 9월 소비자 물가 상승률이 10% 넘게 치솟아 7월에 이어 40년만에 최고치를 기록했다.19일 영국 통계청(ONS)은 9월 소비자물가지수(CPI)가 지난해 같은 달 대비 10.1% 상승했다고 밝혔다. 이는 8월 상승률(9.9%)보다는 조금 높고, 40년 만에 최고치를 기록했던 7월(10.1%)과 같은 수준이다. 영국 통계청은 특히 식품 가격이 무려 14.5%나 올라 1980년 4월 14.6% 이래 최고 상승률을 기록했다고 밝혔다. 8월에 다소 진정됐던 물가 상승세가 다시 오른 것으로 나타나며, 영국 중앙은행이 다음 달 초 다시 큰 폭의 금리 인상을 단행할 수밖에 없게 됐다. 물가지수 발표 후 파운드화의 미 달러 대비 환율은 소폭 하락하고 단기 국채금리는 상승했다.폴 데일스 캐피털 이코노믹스 영국 경제 수석 이코노미스트는 &lt;로이터&gt; 통신에 “변동성이 큰 에너지와 식품 등을 제외한 근원물가 상승률이 6.5%로 30년 만에 최고인 상황이다. 오늘 발표된 물가지수는 취약한 경제 상황에서 기저에 깔린 물가 상승 압박이 강하다는 위험 신호”라고 말했다.지난 14일 지명된 영국의 새 재무장관 제레미 헌트는 임명된 지 일주일도 채 되지 않아 40년만에 최고치로 상승한 물가를 잡아야 하는 난관에 직면했다. &lt;에이피&gt;(AP) 통신은 헌트 신임 재무장관이 리즈 트러스 총리가 단행한 감세 정책 이후 재정 안정성 회복이란 큰 과제를 만났지만, 이를 풀기란 쉽지 않아 보인다고 전했다. 헌트 장관은 17일 트러스 총리의 감세안을 사실상 뒤집는 발표를 하며 “모든 정부에 가장 중요한 책임은 경제의 안정을 위해 필요한 조처를 취하는 것”이라며 “영국의 경제 안정과 재정 규율에 대한 정부 약속에 대한 신뢰를 제공하려면 영국의 재정이 중기적으로 안정된 길로 접어들어야 한다”고 말했다. 
]"
2022-10-17 10:53:09,"통계청, 내년부터 '배달비 물가지수' 별도 공표한다",https://n.news.naver.com/mnews/article/001/0013508948?sid=101,"[
""자가주거비 물가지수 포함, 사회적 파급효과 고려해 검토""장래가구 100년 추계·가계부채 심층 분석 진행



한훈 통계청장[국회사진기자단] uwg806@yna.co.kr(세종=연합뉴스) 곽민서 박원희 기자 = 통계청이 내년부터 배달비 물가지수를 별도로 작성, 공표하기로 했다.    통계청은 17일 국회 기획재정위원회 국정감사 업무보고를 통해 ""기존 외식 물가 품목에서 배달비를 분리하는 방안을 검토한 후 내년부터 배달비 지수를 분리 공표할 예정""이라고 밝혔다.    이는 코로나19 이후 외식 가운데 배달 음식이 차지하는 비중이 높아진 데 따른 조치다.    배달 음식에 붙는 배달비가 외식 물가를 끌어올리는 가운데에도 정작 물가지수 품목에서는 배달비가 제외되며 현실을 제대로 반영하지 못한다는 지적이 있었다.    통계청은 또 1인 가구와 고령자 가구 등 다양한 가구의 특성을 고려한 소비자물가지수를 함께 작성하기로 했다.    다만 자가주거비를 소비자물가지수에 반영하는 문제에 대해서는 ""사회·경제적 파급효과 등을 고려하여 검토하겠다""고 통계청은 밝혔다.    자가주거비는 말 그대로 자가에서 거주하기 위해 들어가는 비용을 나타내는 지표로, 자가주거비가 물가지수에 포함되면 부동산 가격 상승에 따른 가계 부담을 반영할 수 있게 된다.    이 때문에 일각에서는 현재 소비자물가지수 보조 지표로 작성되는 자가주거비를 주지표로 전환해야 한다는 주장이 제기됐다.    다만 이 경우 물가지수 가운데 주거비 가중치가 지나치게 확대된다는 점은 문제점으로 꼽힌다.    향후 인구 동향을 파악하는 장래 가구 추계 시에는 최악의 시나리오는 물론 100년 뒤까지 내다보는 장기 추계를 추가한다.    현재 장래 가구 추계에서는 중위 추계와 30년 추계만 제공하고 있는데, 앞으로는 고위 추계와 저위 추계, 100년 추계를 함께 제공하겠다는 방침이다.    통계청은 이와 함께 가계부채 대책을 뒷받침하기 위한 부채 심층 분석도 진행하기로 했다.    인구·가구·주택통계등록부, 주택소유통계 데이터베이스(DB) 등 통계청 자료와 개인 단위 대출 금액·건수 등 민간 신용회사 자료를 결합해 부채 특징을 분석하는 방식이다.    고용동향 조사의 경우 2024년부터 75세 이상 고령층 연령 구간을 세분화해 공표한다.    플랫폼 노동자, 특수형태근로종사자(특고)를 포함한 신(新) 종사상지위 조사도 올해부터 2년 이상 시계열 축적을 거쳐 공표를 검토한다.    가구별 자산·금융 현황을 파악하는 데 활용되는 가계금융복지조사에서는 가상자산 항목을 신규 개발한다.    공적·퇴직연금 적립액도 보조지표로 추가 개발하는 방안을 추진한다.    이후 내년부터는 은퇴 후 소득을 종합적으로 점검하기 위해 기초·장애인·국민·개인·주택연금 등으로 확장된 연금통계를 새롭게 작성한다.    나아가 통계청은 2023∼2027년 제3차 국가통계 발전 기본계획을 통해 중장기 발전 전략을 마련하기로 했다.    빅데이터 등 새로운 유형의 데이터는 올해 안에 '실험적 통계'로 공표할 수 있도록 하고, 한국표준산업분류·표준직업분류·표준질병사인분류 등 표준분류는 국내외 환경 변화에 맞춰 2024년부터 순차적으로 개정한다.    한훈 통계청장은 ""다양해지는 통계 수요에 부응해 적극적으로 통계를 개선·개발하고 국가통계를 더욱 개방하겠다""고 말했다.    mskwak@yna.co.kr
]"
